Machine_ID,Machine_Model,Rated_Capacity_kW,Timestamp,Power_kW,Energy_kWh,Production_Output,Load_%,Power_Factor,Temperature,Operating_Status,Shift,Operator_ID,Electricity_Tariff_INR_per_kWh,Maintenance_Cost_per_hour,CO2_Emission_Factor_kg_per_kWh,Ambient_Temperature,Contract_Demand_kW,True_Anomaly_Label,Downtime_Minutes,Idle_Flag
MCH-003,Fanuc 30i,100,2024-01-06 22:00:00,8.55,8.55,0,8.55,0.899,32.1,Idle,Night,OPR-002,11.84,108.92,0.814,30.8,500,0,19,1
MCH-004,Mitsubishi M800,250,2024-01-06 23:00:00,201.56,201.56,120,80.62,0.871,71.7,Running,Night,OPR-006,11.28,140.46,0.813,32.8,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-07 00:00:00,230.12,230.12,77,92.05,0.932,74.8,Running,Night,OPR-008,11.24,159.33,0.784,29.1,550,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 01:00:00,213.33,213.33,130,71.11,0.85,69.4,Running,Night,OPR-006,8.99,187.93,0.82,27.6,700,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-07 02:00:00,13.08,13.08,0,8.72,0.877,33.6,Idle,Night,OPR-003,7.29,116.65,0.791,31.4,800,0,25,1
MCH-001,Siemens S7-1500,150,2024-01-07 03:00:00,11.27,11.27,0,7.51,0.889,31.7,Idle,Night,OPR-004,11.24,185.34,0.815,27.2,800,1,11,1
MCH-004,Mitsubishi M800,250,2024-01-07 04:00:00,188.1,188.1,62,75.24,0.855,66.1,Running,Night,OPR-001,7.74,151.93,0.789,28.5,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-07 05:00:00,181.16,181.16,99,72.46,0.917,69.2,Running,Night,OPR-003,7.72,114.52,0.816,25.6,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-07 06:00:00,18.39,18.39,0,9.2,0.905,32.7,Idle,Morning,OPR-002,8.02,138.67,0.787,25.2,600,0,47,1
MCH-003,Fanuc 30i,100,2024-01-07 07:00:00,56.31,56.31,81,56.31,0.897,59.1,Running,Morning,OPR-003,9.53,111.41,0.812,32.7,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 08:00:00,38.22,38.22,0,12.74,0.875,35.1,Idle,Morning,OPR-002,11.38,130.86,0.791,31.7,700,0,35,1
MCH-005,Bosch Rexroth,300,2024-01-07 09:00:00,180.34,180.34,99,60.11,0.85,61.5,Running,Morning,OPR-006,8.81,158.47,0.788,30.6,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 10:00:00,192.65,192.65,32,64.22,0.945,66.7,Running,Morning,OPR-006,10.66,146.1,0.797,28.3,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 11:00:00,201.35,201.35,66,67.12,0.943,67.1,Running,Morning,OPR-009,8.85,185.29,0.812,26.4,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-07 12:00:00,182.95,182.95,65,60.98,0.904,64.0,Running,Morning,OPR-002,10.9,137.57,0.818,29.6,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-07 13:00:00,138.94,138.94,133,69.47,0.932,64.0,Running,Morning,OPR-005,7.51,127.08,0.8,30.2,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-07 14:00:00,0.0,0.0,0,0.0,0.0,24.5,Off,Afternoon,OPR-002,10.49,157.15,0.798,33.4,550,1,120,0
MCH-001,Siemens S7-1500,150,2024-01-07 15:00:00,90.01,90.01,106,60.01,0.895,59.2,Running,Afternoon,OPR-009,7.98,101.8,0.793,34.4,800,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-07 16:00:00,149.39,149.39,98,59.76,0.937,61.5,Running,Afternoon,OPR-001,8.56,122.38,0.8,36.8,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-07 17:00:00,140.02,140.02,98,56.01,0.851,61.4,Running,Afternoon,OPR-002,9.19,85.25,0.808,27.2,550,0,0,0
MCH-003,Fanuc 30i,100,2024-01-07 18:00:00,10.34,10.34,0,10.34,0.888,32.8,Idle,Afternoon,OPR-005,10.59,179.4,0.787,32.6,500,0,29,1
MCH-003,Fanuc 30i,100,2024-01-07 19:00:00,0.0,0.0,0,0.0,0.0,22.3,Off,Afternoon,OPR-010,11.04,151.57,0.805,30.9,500,1,35,0
MCH-002,ABB ACS880,200,2024-01-07 20:00:00,23.45,23.45,0,11.72,0.906,32.5,Idle,Afternoon,OPR-008,11.68,177.6,0.819,29.4,600,0,28,1
MCH-003,Fanuc 30i,100,2024-01-07 21:00:00,81.96,81.96,47,81.96,0.921,70.6,Running,Afternoon,OPR-005,8.76,143.19,0.793,29.9,500,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-07 22:00:00,16.58,16.58,0,11.05,0.867,32.7,Idle,Night,OPR-002,9.16,152.82,0.793,28.4,800,0,44,1
MCH-002,ABB ACS880,200,2024-01-07 23:00:00,140.52,140.52,138,70.26,0.952,68.0,Running,Night,OPR-007,7.99,112.75,0.81,27.0,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-08 00:00:00,165.13,165.13,75,66.05,0.977,62.1,Running,Night,OPR-010,7.9,195.6,0.785,27.8,550,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-08 01:00:00,18.07,18.07,0,12.05,0.88,33.0,Idle,Night,OPR-007,8.32,80.8,0.799,31.1,800,1,39,1
MCH-002,ABB ACS880,200,2024-01-08 02:00:00,162.54,162.54,158,81.27,0.928,69.0,Running,Night,OPR-006,7.34,114.56,0.808,25.1,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-08 03:00:00,118.12,118.12,72,118.12,0.852,74.2,Running,Night,OPR-010,9.25,150.81,0.803,25.9,500,1,0,0
MCH-003,Fanuc 30i,100,2024-01-08 04:00:00,78.91,78.91,141,78.91,0.973,68.1,Running,Night,OPR-010,10.06,81.96,0.818,25.4,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-08 05:00:00,235.51,235.51,121,78.5,0.938,69.8,Running,Night,OPR-001,8.93,190.44,0.802,25.3,700,0,0,0
MCH-003,Fanuc 30i,100,2024-01-01 06:00:00,0.0,0.0,0,0.0,0.0,24.0,Off,Morning,OPR-010,10.7,82.2,0.807,31.8,500,1,128,0
MCH-002,ABB ACS880,200,2024-01-01 07:00:00,144.69,144.69,46,72.34,0.947,70.0,Running,Morning,OPR-004,9.17,158.52,0.78,30.6,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-01 08:00:00,201.27,201.27,69,80.51,0.943,102.3,Running,Morning,OPR-001,11.09,57.5,0.816,28.8,550,1,0,0
MCH-001,Siemens S7-1500,150,2024-01-01 09:00:00,98.75,98.75,57,65.83,0.858,64.4,Running,Morning,OPR-003,8.08,139.56,0.804,25.8,800,0,0,0
MCH-002,ABB ACS880,200,2024-01-01 10:00:00,17.67,17.67,0,8.84,0.885,31.8,Idle,Morning,OPR-008,8.0,142.52,0.81,28.9,600,0,42,1
MCH-003,Fanuc 30i,100,2024-01-01 11:00:00,57.74,57.74,61,57.74,0.97,61.5,Running,Morning,OPR-009,8.67,179.78,0.817,28.8,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-01 12:00:00,259.49,259.49,102,86.5,0.932,72.4,Running,Morning,OPR-006,9.14,116.38,0.806,32.9,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-01 13:00:00,27.58,27.58,0,9.19,0.885,33.9,Idle,Morning,OPR-010,7.11,95.16,0.8,34.4,700,1,15,1
MCH-005,Bosch Rexroth,300,2024-01-01 14:00:00,168.4,168.4,45,56.13,0.887,61.5,Running,Afternoon,OPR-006,10.28,89.04,0.786,34.2,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-01 15:00:00,187.28,187.28,93,62.43,0.965,65.0,Running,Afternoon,OPR-004,9.23,170.88,0.78,34.6,700,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-01 16:00:00,189.0,189.0,98,75.6,0.896,68.1,Running,Afternoon,OPR-004,11.36,174.22,0.789,34.5,550,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-01 17:00:00,207.53,207.53,87,69.18,0.972,68.4,Running,Afternoon,OPR-005,11.52,61.65,0.813,25.4,700,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-01 18:00:00,17.65,17.65,0,11.77,0.909,35.0,Idle,Afternoon,OPR-003,9.07,51.99,0.792,28.0,800,0,13,1
MCH-005,Bosch Rexroth,300,2024-01-01 19:00:00,251.63,251.63,90,83.88,0.914,72.3,Running,Afternoon,OPR-007,7.01,157.81,0.809,30.0,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-01 20:00:00,153.31,153.31,78,76.66,0.904,70.9,Running,Afternoon,OPR-003,8.21,103.14,0.784,29.0,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-01 21:00:00,158.69,158.69,61,63.48,0.872,62.0,Running,Afternoon,OPR-003,8.68,162.41,0.803,31.9,550,0,0,0
MCH-003,Fanuc 30i,100,2024-01-01 22:00:00,71.63,71.63,81,71.63,0.92,68.4,Running,Night,OPR-010,7.86,125.02,0.796,30.3,500,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-01 23:00:00,114.45,114.45,51,76.3,0.929,67.0,Running,Night,OPR-007,7.71,153.81,0.788,26.3,800,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-02 00:00:00,35.37,35.37,0,11.79,0.904,35.3,Idle,Night,OPR-001,7.09,168.91,0.783,25.6,700,0,24,1
MCH-005,Bosch Rexroth,300,2024-01-02 01:00:00,271.27,271.27,75,90.42,0.943,78.0,Running,Night,OPR-006,10.62,130.35,0.813,30.1,700,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-02 02:00:00,10.55,10.55,0,7.03,0.859,31.3,Idle,Night,OPR-007,9.26,77.52,0.814,25.2,800,0,60,1
MCH-005,Bosch Rexroth,300,2024-01-02 03:00:00,166.6,166.6,61,55.53,0.934,57.1,Running,Night,OPR-002,7.33,181.6,0.796,29.7,700,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-02 04:00:00,20.22,20.22,0,13.48,0.888,36.0,Idle,Night,OPR-002,8.88,170.57,0.797,32.5,800,0,30,1
MCH-005,Bosch Rexroth,300,2024-01-02 05:00:00,203.54,203.54,56,67.85,0.896,64.8,Running,Night,OPR-007,8.85,119.64,0.809,29.6,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-02 06:00:00,184.34,184.34,98,92.17,0.958,78.5,Running,Morning,OPR-009,7.03,170.67,0.811,28.1,600,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-02 07:00:00,108.06,108.06,95,72.04,0.918,66.5,Running,Morning,OPR-010,10.79,52.19,0.788,30.1,800,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-02 08:00:00,16.75,16.75,0,6.7,0.678,33.6,Idle,Morning,OPR-010,11.54,163.81,0.804,28.7,550,1,39,1
MCH-002,ABB ACS880,200,2024-01-02 09:00:00,21.58,21.58,0,10.79,0.894,31.9,Idle,Morning,OPR-010,9.07,156.92,0.795,29.4,600,1,34,1
MCH-003,Fanuc 30i,100,2024-01-02 10:00:00,78.99,78.99,141,78.99,0.963,71.9,Running,Morning,OPR-001,9.92,70.05,0.798,32.5,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-02 11:00:00,0.0,0.0,0,0.0,0.0,24.3,Off,Morning,OPR-006,9.67,145.51,0.81,28.1,600,1,50,0
MCH-005,Bosch Rexroth,300,2024-01-02 12:00:00,197.34,197.34,51,65.78,0.94,62.9,Running,Morning,OPR-004,11.12,59.47,0.811,38.6,700,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-02 13:00:00,235.83,235.83,158,94.33,0.951,78.9,Running,Morning,OPR-001,9.16,54.67,0.79,38.9,550,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-02 14:00:00,22.3,22.3,0,7.43,0.889,30.4,Idle,Afternoon,OPR-002,10.92,114.35,0.788,30.3,700,0,54,1
MCH-005,Bosch Rexroth,300,2024-01-02 15:00:00,245.01,245.01,52,81.67,0.947,73.6,Running,Afternoon,OPR-006,7.47,199.83,0.793,29.5,700,0,0,0
MCH-003,Fanuc 30i,100,2024-01-02 16:00:00,13.58,13.58,0,13.58,0.92,33.0,Idle,Afternoon,OPR-001,11.81,183.76,0.814,32.7,500,0,16,1
MCH-003,Fanuc 30i,100,2024-01-02 17:00:00,58.21,58.21,56,58.21,0.852,58.3,Running,Afternoon,OPR-008,10.12,164.35,0.782,25.1,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-02 18:00:00,92.54,92.54,103,92.54,0.902,76.0,Running,Afternoon,OPR-004,11.95,163.51,0.798,25.8,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-02 19:00:00,156.31,156.31,105,78.16,0.963,69.4,Running,Afternoon,OPR-002,8.71,129.15,0.788,30.5,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-02 20:00:00,74.77,74.77,133,74.77,0.91,71.3,Running,Afternoon,OPR-002,8.81,179.55,0.784,25.6,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-02 21:00:00,75.01,75.01,115,75.01,0.941,69.6,Running,Afternoon,OPR-010,9.77,162.17,0.812,27.6,500,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-02 22:00:00,124.81,124.81,98,83.21,0.937,74.5,Running,Night,OPR-002,7.1,166.87,0.804,31.8,800,0,0,0
MCH-003,Fanuc 30i,100,2024-01-02 23:00:00,73.19,73.19,111,73.19,0.968,68.8,Running,Night,OPR-010,9.01,73.05,0.803,25.2,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-03 00:00:00,0.0,0.0,0,0.0,0.0,25.8,Off,Night,OPR-008,7.47,139.11,0.808,31.5,600,1,30,0
MCH-005,Bosch Rexroth,300,2024-01-03 01:00:00,175.15,175.15,82,58.38,0.965,63.6,Running,Night,OPR-007,9.51,196.43,0.807,27.3,700,0,0,0
MCH-003,Fanuc 30i,100,2024-01-03 02:00:00,7.87,7.87,0,7.87,0.906,34.3,Idle,Night,OPR-004,8.08,153.68,0.804,25.9,500,0,55,1
MCH-001,Siemens S7-1500,150,2024-01-03 03:00:00,133.34,133.34,52,88.89,0.894,72.4,Running,Night,OPR-007,8.98,150.4,0.816,30.6,800,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-03 04:00:00,211.27,211.27,42,70.42,0.877,65.1,Running,Night,OPR-004,7.28,191.36,0.783,30.0,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-03 05:00:00,283.24,283.24,70,94.41,0.865,74.5,Running,Night,OPR-007,10.99,98.94,0.792,32.0,700,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-03 06:00:00,21.64,21.64,0,8.66,0.875,31.8,Idle,Morning,OPR-004,8.05,171.35,0.786,30.9,550,1,15,1
MCH-002,ABB ACS880,200,2024-01-03 07:00:00,24.13,24.13,0,12.06,0.893,32.2,Idle,Morning,OPR-006,10.9,95.54,0.792,31.4,600,0,57,1
MCH-004,Mitsubishi M800,250,2024-01-03 08:00:00,301.72,301.72,46,120.69,0.91,67.4,Running,Morning,OPR-009,10.58,92.29,0.795,27.3,550,1,0,0
MCH-005,Bosch Rexroth,300,2024-01-03 09:00:00,230.67,230.67,152,76.89,0.936,67.8,Running,Morning,OPR-007,11.2,198.42,0.816,26.4,700,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-03 10:00:00,189.78,189.78,91,75.91,0.935,69.5,Running,Morning,OPR-006,11.19,104.21,0.814,31.0,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-03 11:00:00,56.65,56.65,0,28.32,0.917,74.7,Idle,Morning,OPR-001,11.09,126.52,0.809,31.5,600,0,59,1
MCH-004,Mitsubishi M800,250,2024-01-03 12:00:00,201.97,201.97,68,80.79,0.922,70.6,Running,Morning,OPR-006,7.66,178.21,0.787,36.9,550,0,0,0
MCH-003,Fanuc 30i,100,2024-01-03 13:00:00,62.31,62.31,108,62.31,0.887,65.6,Running,Morning,OPR-008,9.79,105.68,0.811,31.6,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-03 14:00:00,0.0,0.0,0,0.0,0.0,28.9,Off,Afternoon,OPR-001,10.65,135.98,0.794,31.7,500,1,111,0
MCH-004,Mitsubishi M800,250,2024-01-03 15:00:00,159.55,159.55,52,63.82,0.964,62.2,Running,Afternoon,OPR-006,10.76,143.52,0.804,36.3,550,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-03 16:00:00,127.52,127.52,61,85.01,0.91,72.4,Running,Afternoon,OPR-001,8.47,85.56,0.818,32.1,800,0,0,0
MCH-003,Fanuc 30i,100,2024-01-03 17:00:00,91.34,91.34,109,91.34,0.911,77.7,Running,Afternoon,OPR-007,9.44,114.5,0.804,32.4,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-03 18:00:00,26.94,26.94,0,8.98,0.908,31.4,Idle,Afternoon,OPR-005,10.81,56.82,0.806,31.9,700,0,56,1
MCH-003,Fanuc 30i,100,2024-01-03 19:00:00,91.42,91.42,115,91.42,0.915,73.4,Running,Afternoon,OPR-004,8.39,177.95,0.817,28.4,500,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-03 20:00:00,18.81,18.81,0,12.54,0.865,33.1,Idle,Afternoon,OPR-001,10.87,187.24,0.788,31.0,800,1,13,1
MCH-003,Fanuc 30i,100,2024-01-03 21:00:00,70.19,70.19,119,70.19,0.901,68.1,Running,Afternoon,OPR-001,8.05,133.47,0.814,31.0,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-03 22:00:00,169.95,169.95,7,84.97,0.861,71.9,Running,Night,OPR-003,8.73,54.52,0.818,25.8,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-03 23:00:00,78.89,78.89,116,78.89,0.875,69.3,Running,Night,OPR-006,11.74,182.73,0.81,32.2,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-04 00:00:00,0.0,0.0,0,0.0,0.0,23.4,Off,Night,OPR-004,10.39,131.45,0.794,29.0,600,1,172,0
MCH-004,Mitsubishi M800,250,2024-01-04 01:00:00,0.0,0.0,0,0.0,0.0,23.1,Off,Night,OPR-003,7.71,96.97,0.814,31.6,550,1,70,0
MCH-002,ABB ACS880,200,2024-01-04 02:00:00,176.77,176.77,168,88.39,0.874,74.0,Running,Night,OPR-004,7.99,74.73,0.79,27.6,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-04 03:00:00,171.64,171.64,80,68.66,0.969,64.0,Running,Night,OPR-008,9.35,149.29,0.81,32.2,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-04 04:00:00,133.54,133.54,44,66.77,0.972,66.8,Running,Night,OPR-003,8.06,149.53,0.796,28.1,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-04 05:00:00,17.14,17.14,0,8.57,0.903,31.8,Idle,Night,OPR-007,7.54,116.01,0.809,25.1,600,0,50,1
MCH-003,Fanuc 30i,100,2024-01-04 06:00:00,72.2,72.2,126,72.2,0.866,68.9,Running,Morning,OPR-001,7.58,152.32,0.818,32.2,500,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-04 07:00:00,319.46,319.46,0,127.78,0.891,33.0,Running,Morning,OPR-006,11.51,101.59,0.809,25.7,550,1,0,1
MCH-004,Mitsubishi M800,250,2024-01-04 08:00:00,148.09,148.09,107,59.24,0.918,62.9,Running,Morning,OPR-008,9.0,99.02,0.78,27.6,550,0,0,0
MCH-003,Fanuc 30i,100,2024-01-04 09:00:00,6.04,6.04,0,6.04,0.89,31.7,Idle,Morning,OPR-008,7.46,137.76,0.789,32.6,500,0,54,1
MCH-003,Fanuc 30i,100,2024-01-04 10:00:00,84.55,84.55,46,84.55,0.936,73.2,Running,Morning,OPR-007,7.86,135.2,0.792,32.6,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-04 11:00:00,215.83,215.83,121,71.94,0.854,69.1,Running,Morning,OPR-008,8.74,57.55,0.782,29.6,700,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-04 12:00:00,159.33,159.33,126,63.73,0.925,61.5,Running,Morning,OPR-010,8.8,173.53,0.813,35.2,550,0,0,0
MCH-003,Fanuc 30i,100,2024-01-04 13:00:00,69.5,69.5,118,69.5,0.893,64.5,Running,Morning,OPR-001,11.17,103.75,0.817,35.3,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-04 14:00:00,70.24,70.24,120,70.24,0.957,65.9,Running,Afternoon,OPR-001,8.38,80.64,0.781,30.5,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-04 15:00:00,0.0,0.0,0,0.0,0.0,26.8,Off,Afternoon,OPR-009,10.01,190.57,0.792,31.1,700,1,113,0
MCH-003,Fanuc 30i,100,2024-01-04 16:00:00,93.85,93.85,126,93.85,0.943,74.6,Running,Afternoon,OPR-007,9.56,166.04,0.782,35.2,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-04 17:00:00,69.19,69.19,91,69.19,0.902,99.9,Running,Afternoon,OPR-008,8.6,115.73,0.816,31.0,500,1,0,0
MCH-002,ABB ACS880,200,2024-01-04 18:00:00,138.39,138.39,77,69.19,0.938,67.1,Running,Afternoon,OPR-004,9.78,54.37,0.816,31.3,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-04 19:00:00,154.32,154.32,112,61.73,0.922,61.2,Running,Afternoon,OPR-008,11.84,89.35,0.793,31.3,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-04 20:00:00,28.69,28.69,0,14.34,0.914,34.8,Idle,Afternoon,OPR-009,8.43,63.71,0.793,25.7,600,1,52,1
MCH-002,ABB ACS880,200,2024-01-04 21:00:00,144.28,144.28,115,72.14,0.957,65.3,Running,Afternoon,OPR-005,7.04,191.48,0.789,29.0,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-04 22:00:00,229.01,229.01,80,91.6,0.96,76.1,Running,Night,OPR-009,8.54,135.96,0.793,25.5,550,0,0,0
MCH-003,Fanuc 30i,100,2024-01-04 23:00:00,88.14,88.14,138,88.14,0.941,73.6,Running,Night,OPR-001,10.64,101.87,0.807,29.4,500,0,0,0
MCH-003,Fanuc 30i,100,2024-01-05 00:00:00,0.0,0.0,0,0.0,0.0,24.0,Off,Night,OPR-007,8.33,198.55,0.781,28.5,500,1,110,0
MCH-004,Mitsubishi M800,250,2024-01-05 01:00:00,183.47,183.47,84,73.39,0.89,66.2,Running,Night,OPR-010,10.11,83.4,0.792,32.1,550,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-05 02:00:00,92.76,92.76,69,61.84,0.948,65.2,Running,Night,OPR-009,10.45,101.08,0.812,27.8,800,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-05 03:00:00,118.65,118.65,58,79.1,0.88,67.7,Running,Night,OPR-005,11.74,95.69,0.791,25.9,800,0,0,0
MCH-002,ABB ACS880,200,2024-01-05 04:00:00,0.0,0.0,0,0.0,0.0,24.2,Off,Night,OPR-006,8.07,113.0,0.78,26.1,600,1,74,0
MCH-003,Fanuc 30i,100,2024-01-05 05:00:00,78.33,78.33,40,78.33,0.952,69.1,Running,Night,OPR-010,9.94,109.65,0.819,31.1,500,0,0,0
MCH-002,ABB ACS880,200,2024-01-05 06:00:00,152.83,152.83,103,76.42,0.948,67.2,Running,Morning,OPR-007,9.75,57.59,0.797,29.9,600,0,0,0
MCH-003,Fanuc 30i,100,2024-01-05 07:00:00,7.24,7.24,0,7.24,0.866,33.4,Idle,Morning,OPR-005,7.45,78.99,0.782,25.8,500,1,39,1
MCH-004,Mitsubishi M800,250,2024-01-05 08:00:00,165.47,165.47,66,66.19,0.936,67.0,Running,Morning,OPR-005,10.64,122.66,0.808,25.7,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-05 09:00:00,194.7,194.7,133,77.88,0.949,68.0,Running,Morning,OPR-004,10.67,101.98,0.796,30.6,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-05 10:00:00,112.77,112.77,61,56.38,0.941,58.5,Running,Morning,OPR-006,8.3,182.91,0.816,25.6,600,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-05 11:00:00,148.61,148.61,87,59.44,0.964,63.5,Running,Morning,OPR-004,10.37,173.65,0.796,31.6,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-05 12:00:00,191.02,191.02,47,76.41,0.855,72.3,Running,Morning,OPR-010,9.22,125.69,0.785,34.5,550,0,0,0
MCH-002,ABB ACS880,200,2024-01-05 13:00:00,23.19,23.19,0,11.6,0.89,34.9,Idle,Morning,OPR-003,11.93,165.2,0.797,31.3,600,0,45,1
MCH-002,ABB ACS880,200,2024-01-05 14:00:00,136.42,136.42,91,68.21,0.961,63.9,Running,Afternoon,OPR-005,9.15,91.84,0.785,32.6,600,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-05 15:00:00,15.49,15.49,0,5.16,0.907,29.7,Idle,Afternoon,OPR-001,9.46,79.25,0.806,36.3,700,1,55,1
MCH-005,Bosch Rexroth,300,2024-01-05 16:00:00,22.59,22.59,0,7.53,0.911,30.7,Idle,Afternoon,OPR-010,8.44,63.99,0.819,33.7,700,1,12,1
MCH-003,Fanuc 30i,100,2024-01-05 17:00:00,82.06,82.06,114,82.06,0.928,73.0,Running,Afternoon,OPR-006,9.15,91.39,0.811,28.0,500,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-05 18:00:00,278.17,278.17,91,92.72,0.936,77.6,Running,Afternoon,OPR-005,10.25,81.85,0.785,31.5,700,0,0,0
MCH-002,ABB ACS880,200,2024-01-05 19:00:00,168.73,168.73,85,84.36,0.912,75.5,Running,Afternoon,OPR-008,7.63,54.18,0.805,32.6,600,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-05 20:00:00,84.17,84.17,81,56.11,0.905,60.5,Running,Afternoon,OPR-008,9.46,145.01,0.812,32.9,800,0,0,0
MCH-002,ABB ACS880,200,2024-01-05 21:00:00,181.23,181.23,123,90.61,0.923,75.8,Running,Afternoon,OPR-010,9.73,175.97,0.785,31.0,600,0,0,0
MCH-002,ABB ACS880,200,2024-01-05 22:00:00,0.0,0.0,0,0.0,0.0,24.1,Off,Night,OPR-008,11.26,198.72,0.809,28.0,600,1,61,0
MCH-005,Bosch Rexroth,300,2024-01-05 23:00:00,0.0,0.0,0,0.0,0.0,27.9,Off,Night,OPR-001,11.19,142.17,0.803,25.7,700,1,108,0
MCH-005,Bosch Rexroth,300,2024-01-06 00:00:00,191.15,191.15,95,63.72,0.932,64.2,Running,Night,OPR-006,10.42,185.41,0.813,31.2,700,0,0,0
MCH-005,Bosch Rexroth,300,2024-01-06 01:00:00,181.15,181.15,38,60.38,0.958,64.7,Running,Night,OPR-002,8.59,184.14,0.806,29.5,700,0,0,0
MCH-003,Fanuc 30i,100,2024-01-06 02:00:00,90.65,90.65,47,90.65,0.892,76.1,Running,Night,OPR-006,7.46,172.29,0.816,28.4,500,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-06 03:00:00,188.95,188.95,47,75.58,0.921,68.3,Running,Night,OPR-005,8.94,86.04,0.784,32.3,550,0,0,0
MCH-004,Mitsubishi M800,250,2024-01-06 04:00:00,145.6,145.6,101,58.24,0.977,60.6,Running,Night,OPR-006,11.37,199.34,0.803,25.9,550,0,0,0
MCH-001,Siemens S7-1500,150,2024-01-06 05:00:00,111.09,111.09,72,74.06,0.914,94.4,Running,Night,OPR-008,8.58,69.98,0.805,28.9,800,1,0,0
MCH-003,Fanuc 30i,100,2024-01-06 06:00:00,59.78,59.78,81,59.78,0.883,63.7,Running,Morning,OPR-003,9.5,159.54,0.805,25.1,500,0,0,0
